slug,name,brand,releasedAt,score,msrpGbp,plate,discontinued,breathability,toebox-durability,heel-padding-durability,outsole-durability,forefoot-stack,heel-stack,drop,outsole-thickness,outsole-hardness,midsole-softness,midsole-softness-in-cold,difference-in-midsole-softness-in-cold,stiffness,stiffness-in-cold,difference-in-stiffness-in-cold,torsional-rigidity,heel-counter-stiffness,lateral-stability-test,weight,midsole-width-in-the-forefoot,midsole-width-in-the-heel,toebox-width-at-the-widest-part,toebox-width-at-the-big-toe,internal-length,insole-thickness,tongue-padding,lug-depth,secondary-foam-softness,midsole-softness-in-the-forefoot,price,toe-guard-durability,size-rating,toebox-width-widest-part,toebox-width-big-toe,toebox-height,rocker,flexibility-stiffness,forefoot-traction,heel-traction,forefoot-traction-stop,energy-return-heel,energy-return-forefoot,shock-absorption-heel,shock-absorption-forefoot,midsole-softness-22,midsole-softness-in-cold-22,secondary-foam-softness-22,midsole-softness-in-the-forefoot-22,torsional-rigidity-23,insulation,breathability-25,sweat-on-skin,sweat-in-shoe,sweat-evaporated,drying-potential
brooks-ghost-16,Brooks Ghost 16,Brooks,2024-01-01,85,140,none,true,4,3,4,0.7,22.7,35.1,12.4,4.1,80.9,21.6,25.13,16.2,13.6,18,32.5,3,5,,266,115,94.7,100,79.4,269.7,5,10.4,,,,140,,2.89,96.1,72.1,26.8,,9.6,0.48,,,56.95,62.68,132.87800470388,91.881362784373,41.5,,,,,,,,,,
brooks-ghost-17,Brooks Ghost 17,Brooks,2025-01-01,83,150,none,true,3,3,4,0.8,25.8,36.2,10.4,4,,17,23.6,38.8,,,,3,5,,289,116.8,95.4,,,,5.7,9,,,,150,,3.01,95.2,69.6,24.8,,10.9,0.55,,,53.8,56.5,139.76240391335,99.780482937537,36.2,,,,12.6,,92,,,,54
brooks-ghost-17-gtx,Brooks Ghost 17 GTX,Brooks,2026-01-01,80,170,none,false,1,3,4,0.48,25,36,11,3.6,,,,24.3,,,,4,5,,309,116.7,95,,,270,4.7,8.8,,,,170,,2.9,97.6,74.4,24.3,,16.6,0.67,,,51.3,55.92,131.14754098361,98.299420033422,36.6,45.5,,,17,,55,,,,39
brooks-ghost-18,Brooks Ghost 18,Brooks,2026-06-01,86,150,none,false,3,3,4,0.8,25.1,37.3,12.2,3.5,,,,12.8,,,,,5,,289,115.7,95.9,,,271,5,9,,,,150,,3.17,96,70.6,25.8,,12.3,0.53,,,52.4,58.1,135.04388926401,101.49193139145,40.5,45.7,,,12.2,,70,,,,49
brooks-ghost-max,Brooks Ghost Max,Brooks,2024-01-01,78,150,none,true,4,1,4,0.54,30.3,39.8,9.5,3.3,80.4,13,19.5,50,32.5,33.6,3.2,4,4,,291,115.2,100.2,97.3,79.4,271,6.1,8.5,,,,150,,3.07,,,,,21.3,0.48,,,55.35,54.85,137.01445502501,116.73923956059,28,,,,,,,,,,
brooks-ghost-max-2,Brooks Ghost Max 2,Brooks,2024-01-01,83,150,none,true,5,3,4,0.79,29.1,39,9.9,3.8,79,20.6,28,35.7,33.6,38.7,15.1,4,4,,305,118.7,99.3,99.4,78.1,274.4,6.3,8.7,,,,150,,2.7,96.5,71,27.1,,20,0.51,,,58.89,58.85,137.93103448276,120.58071673178,39.2,,,,,,,,,,
brooks-ghost-max-3,Brooks Ghost Max 3,Brooks,2025-08-01,83,160,none,true,3,3,4,0.8,31.2,38.5,7.3,3.3,,17,23.8,39.7,,,,4,4,,303,119.1,101.5,,,,5.8,8.8,,,,160,,2.81,95.3,73.4,28.1,,18.7,0.51,,,51.3,50.5,133.85089010842,115.70056693278,33.8,,,,17.3,,,,,,
brooks-ghost-max-4,Brooks Ghost Max 4,Brooks,2026-08-01,83,165,none,false,,1,4,0.8,29.6,38.6,9,3.8,,,,34.8,,,,,3,,286,117.6,96.2,,,274.5,5.8,12.4,,,,165,,,93.4,71.3,26.8,,20.1,,,,51.9,55.5,145.3488372093,115.5401502022,39.7,53.5,,,17.2,,74,,,,51
brooks-glycerin-20,Brooks Glycerin 20,Brooks,2022-07-01,84,160,none,true,4,,,,24.3,37.1,12.8,3.5,79.5,20,24.6,23,28.2,36.7,30.1,3,3,,297,117.4,94.2,95.9,,,5.5,7.8,,,,160,,3.04,,,,,12.9,0.53,,,53.45,54.02,134.10038755012,103.10766502382,,,,,,,,,,,
brooks-glycerin-21,Brooks Glycerin 21,Brooks,2024-01-01,83,160,none,true,3,2,4,0.49,26.6,37.2,10.6,3.2,84.9,20.4,27.9,36.8,21.7,24.9,14.5,2,5,,278,117.2,100,99.3,78.9,269.9,4.8,11.5,,,,160,,2.88,95.9,71.7,26.4,,12.3,0.48,,,53.86,58.29,133.18948868555,108.09525353742,,,,,,,,,,,
brooks-glycerin-22,Brooks Glycerin 22,Brooks,2025-01-01,84,165,none,true,5,3,4,0.5,28.2,38.5,10.3,3.4,84,17.3,23,32.9,26.5,30.8,16.2,4,3,,293,117.2,89.7,,,,5,11.5,,24.4,,165,,2.71,96.3,73.7,23.6,,15,0.44,,,54.78,58.41,133.20190745131,109.33861074361,30,,37.6,,,,,,,,
brooks-glycerin-23,Brooks Glycerin 23,Brooks,2026-02-02,85,175,none,false,3,3,4,0.65,29,37.2,8.2,3.3,,,,32.9,,,,,4,,303,120.4,98.6,,,270.7,4.4,9,,,,175,,2.63,96.1,73.9,27.7,,15.2,0.57,,,54.1,57.7,140.46916701784,115.52680221811,29.2,38.8,34.8,,14,,67,7,37,57,53
brooks-glycerin-flex,Brooks Glycerin Flex,Brooks,2026-02-01,80,170,none,false,4,4,5,1.28,25.9,35.2,9.3,3.1,,,,19.8,,,,,2,,264,115.7,97.2,,,271.2,4.5,3.6,,,,170,,2.86,93.9,69.1,25.7,,12.2,0.6,,,49.1,51.3,143.41029685931,108.58942339016,39.9,47.8,36.1,,12.9,,,,,,
brooks-glycerin-gts-20,Brooks Glycerin GTS 20,Brooks,2022-07-01,77,160,none,true,4,1,1,0.49,25.5,36.5,11,3.3,69.4,23.4,28.9,23.5,24.9,35.1,41.2,4,5,,309,119.5,98.9,97.9,78.9,270.7,5,9.9,,,,160,,2.99,,,,,,,,,,,,,,,,,,,,,,,
brooks-glycerin-gts-21,Brooks Glycerin GTS 21,Brooks,2024-01-01,84,160,none,true,3,3,4,0.46,26.5,37.2,10.7,3.2,87,20.9,28.6,37.1,23.4,26.9,15,4,5,,301,117.3,100.2,99.7,80.6,268.9,4.6,11.5,,,,160,,2.97,97.3,74,26.8,,12.9,0.36,,,50.85,53.17,104.87237032531,104.88997042103,,,,,,,,,,,
brooks-glycerin-gts-22,Brooks Glycerin GTS 22,Brooks,2025-01-01,82,165,none,false,5,3,4,0.5,27.7,37.8,10.1,3.4,85,24.1,30.2,25.3,26,29.5,13.5,4,3,,305,119.1,97.1,,,,4.9,11.3,,27.6,,165,,2.67,95.6,73.2,26.4,,14.6,0.44,,,53.08,57.78,122.46047588141,108.51518670038,33.7,,40.3,,,,,,,,
brooks-glycerin-max,Brooks Glycerin Max,Brooks,2024-01-01,84,200,none,true,5,3,4,1.2,35.7,42.3,6.6,3.1,69,19.9,23.3,17,32.9,39.5,20,4,3,,305,118.8,90.8,98,79.1,272.1,6,14,,19.9,,200,,2.8,94.5,74.3,28.8,,18.3,,,,51.99,51.99,148.06040864673,138.13681069731,31.9,,31.3,,,,,,,,
brooks-glycerin-max-2,Brooks Glycerin Max 2,Brooks,2025-11-16,85,200,none,false,4,3,4,1.15,37.3,45.4,8.1,3.5,,,,21.7,,,,,5,,318,119,97,,,269,4.7,13,,,,200,,3.09,96.5,73.4,24,,21.9,0.61,,,48,49.6,137.49484394335,128.32028743744,30.9,37.6,36.5,,19.6,,74,6,38,57,53
brooks-glycerin-stealthfit-21,Brooks Glycerin StealthFit 21,Brooks,2024-01-01,84,160,none,false,2,3,3,0.54,26.4,36.9,10.5,3.2,84.9,20.6,28.3,36.9,22.4,26.3,17.4,3,3,,257,116.3,99.1,98.3,77.3,272.7,5.2,2.1,,,,160,,2.72,95.3,72.8,26.5,,13.1,0.5,,,52.03,55.97,125.31328320802,108.81392818281,,,,,,,,,,,
brooks-hyperion,Brooks Hyperion,Brooks,2023-01-01,79,130,none,true,4,1,2,0.69,17.7,30,12.3,3,79.1,20.6,30.6,48.5,13.6,25,83.5,2,3,,211,113.5,83.3,97.9,80.3,267,2.8,3.7,,,,130,,2.91,,,,,,,,,,,,,,,,,,,,,,,
brooks-hyperion-2,Brooks Hyperion 2,Brooks,2024-01-01,79,140,none,true,5,3,1,1.2,22.4,32.2,9.8,2.9,72,26.1,31,18.6,16.2,18.6,14.8,3,3,,203,111.3,84.5,96.6,80.5,267.4,2.9,6.1,,,,140,,3.08,94.5,73.6,27.7,,13,0.51,,,58.87,62.67,130.2168109903,96.343754516113,,,,,,,,,,,
brooks-hyperion-3,Brooks Hyperion 3,Brooks,2025-01-01,78,140,none,false,5,3,4,0.9,25.2,36.5,11.3,2.4,,21,24.5,16.7,,,,4,4,,244,115,88.5,,,,4.8,3.1,,,,140,,2.5,96.3,72.1,24.7,,15.8,0.45,,,56,59.9,129.97140629062,98.357430903905,34.9,,,,13.4,,,,,,
brooks-hyperion-elite-4,Brooks Hyperion Elite 4,Brooks,2024-01-01,74,250,carbon,true,5,2,5,0.75,27.3,39.1,11.8,2.3,79.4,23.9,27.6,15.7,63,67.3,6.8,5,1,,220,110.3,78.5,93,74.9,268.3,3,5.5,,,,250,,2.95,92.6,73.6,28.1,,26.8,0.5,,,56.23,58.43,137.11026407437,113.07868014565,,,,,,,,,,,
brooks-hyperion-elite-4-pb,Brooks Hyperion Elite 4 PB,Brooks,2025-01-01,79,250,carbon,false,5,2,5,1,26.8,38.5,11.7,2.6,64,19.5,20,2.6,,,,5,2,,197,111,75.4,,,,2.3,5.6,,19.5,,250,,2.93,91.3,71,26.4,,24,0.55,,,67.09,71.8,148.21402104639,102.26831114111,,,,,,,,,,,
brooks-hyperion-elite-5,Brooks Hyperion Elite 5,Brooks,2025-07-01,87,275,carbon,false,5,3,4,2.2,26.4,37.6,11.2,2,,11.6,12.5,7.8,,,,5,2,,204,110.9,84.5,,,,3.3,4.1,,11,,275,,3.1,92.7,71.5,24.1,,20.1,0.59,,,76.9,77.7,150.53439710974,107.11225364182,27.5,,23.6,,14.5,,,,,,
brooks-hyperion-gts-2,Brooks Hyperion GTS 2,Brooks,2025-01-01,79,140,none,false,3,3,4,0.8,22.3,33,10.7,3.3,75.9,20,25.9,29.5,,,,4,3,,220,112.3,86.7,,,,2.8,5.8,,,,140,,3.05,93.8,72.7,30.3,,12.6,0.46,,,51.77,59.69,122.53250174609,97.24315651286,,,,,,,,,,,
brooks-hyperion-max,Brooks Hyperion Max,Brooks,2023-01-01,81,170,none,true,5,2,2,0.65,24.2,32.4,8.2,3,78.6,20.8,22.5,8.4,25.8,27.9,8.3,2,3,,213,110,88.1,96.1,78.4,265.7,2.6,5.4,,,,170,,2.97,,,,,13.5,0.35,,,50.7,58.77,131.78182201547,104.10593820272,,,,,,,,,,,
brooks-hyperion-max-2,Brooks Hyperion Max 2,Brooks,2024-01-01,80,180,plated-other,true,3,3,3,0.75,26.4,33.2,6.8,3,72,20.9,24.75,18.5,29.6,34.6,17,4,3,,262,114,86.4,96.3,79.5,265.8,2.8,1.9,,17.6,,180,,3.02,94.8,73.7,26.6,,22.4,0.46,,,56.98,62.41,129.89880882792,106.27331370819,,,,,,,,,,,
brooks-hyperion-max-3,Brooks Hyperion Max 3,Brooks,2025-07-01,85,200,plated-other,true,4,4,3,0.9,35,45.6,10.6,2.8,,12.1,14.1,16.5,,,,5,3,,283,115.4,87,,,,2.8,1.8,,22.9,,200,,2.89,94.9,72.6,25,,17,0.51,,,63.9,66.2,150.94339622642,133.31555792561,25.7,,40.1,,21.4,,,,,,
brooks-hyperion-max-4,Brooks Hyperion Max 4,Brooks,2026-07-01,86,200,plated-other,false,,2,4,0.9,35.2,44.8,9.6,2.8,,,,19.9,,,,,4,,292,119,86.8,,,273.7,2.5,3.3,,,,200,,,92.7,71.7,23.1,,19,,,,62.9,67.9,148.06040864673,134.30029546065,24.6,29.5,42.5,,19.1,,61,,,,53
brooks-hyperion-tempo,Brooks Hyperion Tempo,Brooks,2023-01-01,82,150,none,false,4,4,2,0.23,19.7,28.7,9,3.3,85.1,22.3,26.5,18.8,12.8,16.1,26,2,3,,198,112.5,83.7,97.2,79.5,267.2,2.8,5.8,,,,150,,2.87,94.5,75.9,25.5,,7.7,0.29,,,52.65,65.1,125.91128291006,71.758661270415,,,,,,,,,,,
brooks-launch-10,Brooks Launch 10,Brooks,2023-01-01,79,110,none,true,3,2,5,0.64,23.8,33.8,10,3.4,81.4,19.8,26.5,33.8,18.2,30.7,68.6,3,3,,230,113.8,83.2,100.5,77.9,267.4,5.8,5.6,,,,110,,2.88,97.5,73.6,25.2,,13.3,0.34,,,49.95,56.47,124.5655775483,97.292353793915,,,,,,,,,,,
brooks-launch-11,Brooks Launch 11,Brooks,2025-01-01,84,120,none,true,4,3,1,0.8,24,33.5,9.5,3,80,24.1,28,16.2,25.4,31.6,24.4,4,4,,237,112,84.1,,,,5,5,,20.5,,120,,2.52,93.2,73.2,25.5,,14.9,0.51,,,55.05,59.96,128.51983703685,102.66835042761,40.3,,37.8,,,,,,,,
brooks-launch-12,Brooks Launch 12,Brooks,2026-01-01,87,120,none,false,5,3,4,0.78,24.5,33.4,8.9,2.8,,,,20.4,,,,,5,,244,111,87.4,,,263.6,4.6,8.2,,,,120,,,94,70.1,23.2,,12.6,0.58,,,57,65.5,127.63241863433,98.833761612967,37.3,44.9,37.2,,12.2,,,,,,
brooks-levitate-stealthfit-6,Brooks Levitate Stealthfit 6,Brooks,2023-01-01,77,150,none,false,2,5,4,0.64,25.4,32.9,7.5,3.4,80.4,21.5,22.6,5.2,19.1,19.8,3.3,3,3,,281,112.9,86.8,95.7,79.8,266.7,5.7,1.7,,,,150,,,91.1,73.3,26.4,,,,,,,,,,,,,,,,,,,,
brooks-revel-7,Brooks Revel 7,Brooks,2024-01-01,77,100,none,true,5,4,3,0.73,22.2,32,9.8,3.8,79.5,19.5,24.63,26.3,20.1,25.9,29,4,4,,258,111.3,89,98.2,77.7,269.5,4.9,4.5,,,,100,,2.9,95.4,74.7,27.2,,15.8,0.33,,,49.59,52.11,118.89758162319,90.54444374021,,,,,,,,,,,
brooks-revel-8,Brooks Revel 8,Brooks,2025-01-01,80,100,none,false,3,3,3,1,23.3,33.2,9.9,3.4,,22,26,18.2,,,,3,4,,244,111.5,88.5,,,,5,8.5,,,,100,,2.59,94.6,73.1,25.6,,13.1,0.57,,,51.6,59.1,116.17100371747,87.842586085734,,,,,11,,,,,,
brooks-trace-3,Brooks Trace 3,Brooks,2024-01-01,76,100,none,false,3,1,4,0.58,22.2,34.1,11.9,3,86.4,24.5,27.4,11.8,19.6,25.9,32,3,4,,257,113.3,93.1,98.6,77.1,269.8,5.1,4.5,,,,100,,2.89,97.4,74.8,25.9,,11.9,0.34,,,49.76,51.68,125.48468459425,93.620686426873,,,,,,,,,,,
darimati-br-001,Darimati BR-001,Darimati,2026-01-01,77,149,none,false,2,5,1,2.8,25.3,36.6,11.3,3.9,,,,9.2,,,,4,3,,306,116.8,95.5,,,275.6,4,4,,,,149,,,97,73,33.4,,19.6,0.51,,,67.5,68.7,129.73533990659,103.57327809425,32.5,35.5,,,14.6,,,,,,
diadora-atomo-star,Diadora Atomo Star,Diadora,2025-01-01,81,240,none,false,3,3,1,0.41,32.1,39.9,7.8,3.5,,14,18.5,32.1,,,,4,4,,268,114.1,100.2,,,,7.5,11,,,,240,,,89.4,70.8,22.5,,13.8,0.5,,,53.9,57.4,149.45449110746,125.07817385866,,,,,,,,,,,
diadora-cellula,Diadora Cellula,Diadora,2025-01-01,81,170,none,false,3,3,5,0.61,34.7,41.9,7.2,2.9,,14.5,22,51.7,,,,5,5,,278,114.6,98.3,,,,7.5,1.3,,,,170,,2.36,92.1,71.1,24.7,,17.2,0.55,,,48.7,51.6,132.18770654329,127.94268167861,,,,,,,,,,,
diadora-frequenza-2,Diadora Frequenza 2,Diadora,2025-01-01,83,180,none,false,3,3,4,0.69,24.7,36.5,11.8,2.8,,11.8,13.8,16.9,,,,3,4,,227,113.2,93.5,,,270.4,5.1,1.5,,,,180,,,93.8,71.6,23.9,,11.4,0.63,,,59.4,62.7,161.29032258065,112.99435028249,,,,,,,,,,,
diadora-gara-carbon,Diadora Gara Carbon,Diadora,2025-01-01,81,300,carbon,false,2,4,2,1.02,29.6,34.4,4.8,1.2,,16.4,18,9.8,,,,4,2,,215,111.5,80,,,261.7,1.7,1,,,,300,,,91.5,71.5,30.1,,19.7,0.64,,,77.6,76,135.6300013563,117.64705882353,,,,,,,,,,,
diadora-mythos-blushield-volo-5,Diadora Mythos Blushield Volo 5,Diadora,2025-01-01,74,160,none,false,3,1,3,0.81,28.8,40,11.2,3.8,,20,24.3,21.5,,,,4,5,,281,110.8,91.3,,,270,7.9,1.5,,,,160,,,94.1,71,23.5,,11.7,0.61,,,42.8,47.4,136.68671405139,105.75296108291,,,,,,,,,,,
diadora-nucleo-2,Diadora Nucleo 2,Diadora,2025-01-01,79,160,none,false,3,1,5,0.7,30.7,38.7,8,2.5,,17.9,22.6,26.6,,,,4,3,,276,118.8,94.7,,,,7.8,9.9,,,,160,,3.25,97.5,72,25.6,,15,0.47,,,47.8,52.2,132.0829480914,121.43290831815,,,,,11.9,,,,,,
hoka-arahi-7,HOKA Arahi 7,HOKA,2024-01-01,79,145,none,true,3,5,5,0.88,27.9,34.2,6.3,3.5,85.6,26.6,31.3,17.3,33.5,40.6,21.1,5,5,,266,120.7,97.5,97.3,74.7,270.5,5.3,10,,,,145,,2.72,93.5,70,28.6,,17.8,0.4,,,52.2,56.08,106.22702840511,108.78196830093,,,,,,,,,,,
hoka-arahi-8,HOKA Arahi 8,HOKA,2025-01-01,83,150,none,false,2,5,5,0.53,28.1,39.4,11.3,3.3,,16.4,21.5,31.3,,,,5,3,,259,117.6,96.3,,,,4.5,11.7,,24,,150,,2.94,95.3,73.6,27.6,,18.3,0.36,,,54.4,60.9,138.10247203425,113.09658448315,35.8,,44.1,,19.5,,,,,,
hoka-bondi-8,HOKA Bondi 8,HOKA,2022-07-15,82,165,none,true,3,,,,30,36.2,6.2,3,74,18,26.87,49.3,49.3,70.2,42.3,4,3,,311,126.5,100.9,91.6,,,4.9,9,,,,165,,2.9,92.2,69.2,28.5,,17.7,,,,51.05,51.57,124.58109606448,118.03448967788,41.5,,,,,,,,,,
hoka-bondi-9,HOKA Bondi 9,HOKA,2025-01-01,86,170,none,false,3,4,5,0.95,32.2,41.3,9.1,3.4,76.5,25.1,30.2,20.3,30.6,35.4,15.7,4,3,,303,123.2,104.2,,,,4.4,9,,,,170,,2.83,94.1,72.5,29.6,,16.5,0.45,,,60.17,60.34,146.23517540909,132.90626121397,43,,,,,,,,,,
hoka-carbon-x-3,HOKA Carbon X 3,HOKA,2022-04-01,76,180,carbon,false,3,,,,24,35,11,0,64.5,19,23.5,23.7,50.4,55.4,9.9,5,2,,239,111.2,90.1,92,70.9,266.9,2.3,1.5,,,,180,,3.42,92.6,72.3,30.7,,17.9,0.51,,,56.61,55.02,118.4090559246,96.93115949053,,,,,,,,,,,
hoka-cielo-x-1-2-0,HOKA Cielo X1 2.0,HOKA,2025-01-01,88,275,carbon,true,5,1,1,1.05,28.1,38.8,10.7,2.3,62.5,13,18.5,42.3,,,,4,2,,208,116.7,80.6,,,,3.1,1.7,,13.5,,275,,2.75,90.6,71.3,26.3,,19.4,0.39,,,75.93,78.42,159.61691939346,108.09759050471,37.2,,33.9,,,,,,,,
hoka-cielo-x-1-3-0,HOKA Cielo X1 3.0,HOKA,2026-01-01,91,275,carbon,false,4,1,1,1.26,31.1,44.5,13.4,1.9,,,,11.6,,,,4,1,,193,107.6,78.1,,,263.2,3.7,1.8,,,,275,,2.28,91.4,70.4,25.1,,16.8,0.72,,,75.3,70.37,170.29972752044,136.51877133106,32.9,36.7,,,15.1,,,,,,
hoka-cielo-x1,HOKA Cielo X1,HOKA,2024-01-01,83,275,carbon,false,3,5,4,0.83,30.3,39.8,9.5,2.6,84,15.5,16.6,7.3,58.8,65.1,10.6,5,2,,249,117.4,89.7,94.1,76.3,269.3,3.7,2.1,,31,,275,,3.04,93,70.9,27.9,,19.3,0.39,,,74.43,75.25,146.97236919459,119.36165387508,,,,,,,,,,,
hoka-clifton-10,HOKA Clifton 10,HOKA,2025-04-15,86,150,none,false,3,4,5,1,32,44.4,12.4,3.6,79.3,17.1,20.4,19.3,,,,5,3,,275,116.9,94.5,,,,4.8,7.6,,,,150,,2.84,97.2,73.1,27.3,,14.7,0.49,,,52.29,57.16,146.5094132298,121.85611230259,34.2,,,,,,,,,,
hoka-clifton-9,HOKA Clifton 9,HOKA,2023-02-15,87,145,none,true,3,,,,26.6,32.7,6.1,3.7,76,20.4,24,17.6,26.9,48.9,81.8,4,5,,249,115.3,96,95.8,74.5,,4.2,6.6,,,,145,,3,92.2,68.9,28.9,,17.7,0.33,,,53.01,54.69,127.06480304956,112.66336187472,40.5,,,,,,,,,,
hoka-clifton-9-gtx,HOKA Clifton 9 GTX,HOKA,2023-01-01,84,160,none,false,3,4,5,0.53,28.6,37.2,8.6,3.3,79.1,23.9,27.8,16.1,29.4,38,29.1,5,4,,271,120.9,97.2,97.3,75.7,267,4.8,7.4,,,,160,,2.9,91.5,69.4,26.2,,22.4,0.38,,,50.84,54.15,115.06552981923,113.14265025344,,,,,,,,,,,
hoka-gaviota-5,HOKA Gaviota 5,HOKA,2023-01-01,82,175,none,true,5,2,1,0.93,32.7,34.9,2.2,3.8,83.1,12.9,22.8,76.6,32.7,40.2,22.7,4,3,,299,125.1,106.6,101.8,83.1,269,5,8.6,,22,,175,,3.16,99.7,77.2,26.8,,21.3,0.46,,,48.89,48.95,116.49852046879,113.18234808099,36.6,,41,,,,,,,,
hoka-gaviota-6,HOKA Gaviota 6,HOKA,2026-01-01,81,180,none,false,3,3,4,0.9,28.7,36,7.3,3.3,,,,14.1,,,,4,4,,283,120,105.6,,,266.8,4.8,9.7,,,,180,,3.16,97.2,76.7,28.2,,19,0.65,,,45.4,52.43,122.32415902141,111.07408641564,32.6,37.2,41.6,,17.7,,,,,,
hoka-kawana-2,HOKA Kawana 2,HOKA,2024-01-01,78,140,none,false,4,3,4,0.6,28,33.2,5.2,2.5,80.6,21.1,27.4,29.6,24.7,33.7,36.4,3,4,,298,115.2,98.9,97.2,75.9,270.9,5,13.9,,,,140,,3.1,91.1,70.2,28.9,,17.4,0.4,,,54.74,57.7,120.63308241652,114.89234587192,,,,,,,,,,,
hoka-mach-5,HOKA Mach 5,HOKA,2022-06-15,82,140,none,true,4,,,,25,30.7,5.7,0,57,15,24,60,20.3,36,77.3,2,3,,225,113,96.7,95.4,,,4.2,4.3,,,,140,,3.02,,,,,9.4,0.54,,,64.5,64.49,139.04918169557,106.66894227077,,,,,,,,,,,
hoka-mach-6,HOKA Mach 6,HOKA,2024-01-01,87,140,none,true,5,2,1,0.57,26.4,36,9.6,2.5,75.1,20.4,29,42.3,18.7,22.9,22.8,4,4,,232,113.9,93.7,98.4,75.9,264.3,4.5,1.5,,,,140,,2.76,95.5,70.1,30,,13.7,0.49,,,65.42,66.99,135.43895766178,114.03938920503,39.5,,,,,,,,,,
hoka-mach-7,HOKA Mach 7,HOKA,2026-03-29,90,145,none,false,4,2,4,1.1,26.2,35.6,9.4,2.3,,,,11,,,,,5,,224,115.5,93.3,,,265.5,4.4,3.1,,,,145,,2.42,92.5,72.9,29.1,,14.2,0.73,,,60.6,66.6,137.40038472108,109.64912280702,41.7,46.3,,,13.6,,96,4,39,57,54
hoka-mach-x,HOKA Mach X,HOKA,2023-01-01,77,180,none,true,5,1,1,0.38,28.4,38,9.6,2.3,80.9,10.6,14.3,34.2,25.5,29.8,16.9,4,3,,259,113.7,95.9,98,76.6,268.2,4.5,6.4,,20,,180,,2.35,,,,,13.1,0.39,,,60.71,68.8,132.31013495634,113.31573162302,,,,,,,,,,,
hoka-mach-x-2,HOKA Mach X 2,HOKA,2025-01-01,77,190,plated-other,true,4,5,4,0.82,33.7,44.6,10.9,2.6,76.6,14.1,16,13.3,35.5,39.2,10.4,5,1,,247,113.3,94.3,,,,4.7,1.2,,21.5,,190,,2.91,95.3,71.7,24.3,,15.9,0.5,,,61.39,68.51,149.2448212047,132.85152513551,30.2,,36.7,,,,,,,,
hoka-mach-x-3,HOKA Mach X 3,HOKA,2025-01-01,83,190,plated-other,false,3,2,4,0.8,33.4,42.9,9.5,2.5,,14.4,16.5,14.6,,,,5,2,,264,115.4,89.1,,,,5,6.4,,20.4,,190,,2.65,91.6,70.8,28.5,,17.8,0.58,,,58.9,69.3,151.19443604475,124.57954403887,32.5,,41.6,,20.4,,,,,,
hoka-rincon-3,HOKA Rincon 3,HOKA,2021-08-01,82,125,none,true,5,2,4,0.84,25.6,31.8,6.2,3.4,81.8,23.4,28.4,21.4,19.1,23.2,21.5,5,2,,208,113.2,95.7,97.2,78.4,270.8,2,2.9,,,,125,,2.93,,,,,13.2,0.32,,,46.96,48.98,120.77002970943,102.65148793332,,,,,,,,,,,
hoka-rincon-4,HOKA Rincon 4,HOKA,2024-01-01,83,125,none,false,5,1,2,6.47,26.6,36,9.4,6.6,55.8,14.3,20.5,43.9,22.2,28.45,28.4,4,4,,231,116.3,97,98.5,76.8,268,4.8,6.7,,,,125,,2.6,92.4,70.2,25.2,,16.1,0.46,,,56.41,58.8,133.76852694098,114.27526626137,35.9,,,,,,,,,,
hoka-rocket-x-2,HOKA Rocket X 2,HOKA,2023-03-15,87,250,carbon,true,4,1,5,0.45,31.1,37.7,6.6,2,81.6,17.4,20,15.1,80.7,90,11.5,5,1,,218,113.3,85.2,89.5,75.4,259.9,2.5,1.9,,,,250,,2.27,88.5,70.8,27.7,,,,,,74.2,73.53,140.62917492863,112.21959129625,,,,,,,,,,,
hoka-rocket-x-3,HOKA Rocket X 3,HOKA,2025-01-01,88,250,carbon,false,5,3,4,0.9,29.6,39.6,10,2.4,,15.9,16.38,3.1,,,,4,2,,220,108,76.5,,,,3.4,3.1,,15.5,,250,,2.39,92,70,26.9,,21.3,0.57,,,73.9,78,154.87068297971,111.5200178432,34.3,,35,,15.6,,,,,,
hoka-skyflow,HOKA Skyflow,HOKA,2024-01-01,83,160,none,false,5,3,5,0.75,30.6,39.3,8.7,3.3,79.3,19.4,24.3,25.1,31.2,42.33,35.7,4,4,,282,116.3,94.7,98.6,77.7,269.6,5.1,9.6,,,,160,,3.08,94.3,69.5,27.1,,18.7,0.47,,,58.06,59.53,133.3600053344,121.23269403293,40,,,,,,,,,,
hoka-skyward-x,HOKA Skyward X,HOKA,2024-01-01,86,225,carbon,true,5,4,5,0.81,37.1,46.3,9.2,3.1,71.8,19.8,20,1.3,54.2,55.5,2.5,5,5,,315,123.7,100.1,95.6,77,267.1,4.2,9.5,,16,,225,,2.99,92.1,69.1,28.4,,28.5,0.47,,,66.15,68.51,136.39773579759,138.52909803704,36.5,,33.2,,,,,,,,
hoka-skyward-x-2,HOKA Skyward X 2,HOKA,2026-01-01,87,225,carbon,false,3,3,2,0.88,38.2,45.8,7.6,2.1,,,,58.6,,,,,4,,286,125.7,103.7,,,268.3,4.4,6.9,,,,225,,2.28,94.6,72.7,28.4,,23,0.79,,,64.3,67.6,152.09125475285,141.34275618375,31.9,50.6,40.5,,19,,74,,,,57
